gene_symbol,ensembl_id,token_id,is_tf_collectri,is_tf_dorothea,is_tf,is_target_collectri,is_target_dorothea,is_target,collectri_n_targets,collectri_n_activated,collectri_n_repressed,collectri_targets,dorothea_n_targets,dorothea_n_activated,dorothea_n_repressed,dorothea_targets,collectri_n_regulators,dorothea_n_regulators
PRRX1,ENSG00000116132,4534,True,False,True,True,True,True,7,6,1,"ACP3,SOX9,SP7,TGFB2,TGFB3,TNC,VEGFA",0,0,0,,3,10
PARK7,ENSG00000116288,4562,True,False,True,True,True,True,9,7,2,"BBC3,BBC3,CXCL8,GCLM,ICAM1,NQO1,SLC18A2,TH,TXN",0,0,0,,8,19
HDAC1,ENSG00000116478,4573,True,False,True,True,True,True,84,7,77,"ABCB1,ADAM10,ALOX15,APOC3,AR,BAMBI,BCL2A1,BIRC3,BIRC5,BRCA2,CCND1,CCND2,CD1D,CD44,CD82,CDH1,CDKN1A,CDKN2A,CDKN2A,CEBPA,CLDN7,COL1A2,CXCL8,CYP3A4,DEFB1,DNMT1,E2F1,EGFR,EGR1,EHMT2,EIF2AK1,EPCAM,ESR1,FOS,FSHR,GAD1,GRIN2B,HES1,HLA-DRA,HMGCS1,HSPA5,ICAM1,IGFBP3,IL2,KLF4,KLK3,MGMT,MICA,MICB,MME,MMP28,MMP9,MTA3,NFKB1,NOS3,PCNA,PHB1,POU5F1,PSIP1,PTGS2,RARB,RECK,RECQL4,RELN,RGS10,RHOB,RUNX3,SERPINB5,SFRP1,SMAD7,SNAI2,SP1,SPP1,STAR,STAT3,TERT,TFF1,TJP1,TNFRSF10A,TP53,TXNIP,UBE2D3,VDR,VEGFC",0,0,0,,11,24
TRIM62,ENSG00000116525,4578,True,False,True,True,True,True,1,1,0,JUN,0,0,0,,1,12
ASH1L,ENSG00000116539,4579,True,True,True,True,True,True,5,3,2,"NRXN1,NRXN1,NTRK2,TGFB1,TIMP1",2,2,0,"TGFB1,TIMP1",1,12
SFPQ,ENSG00000116560,4581,True,False,True,True,True,True,29,21,8,"ACTB,ADARB2,AIFM1,AR,CTBP1,CXCL8,CYP11A1,CYP17A1,CYP2B6,DNAAF4,EPHX1,GJA1,HDAC2,HSPA9,IGF1,NR3C1,PER1,PGR,PPARGC1A,PRL,PTGS2,PTPRC,RBP4,SIN3A,SMC3,SP1,STAT6,TH,TOP2B",0,0,0,,1,19
MEF2D,ENSG00000116604,4586,True,True,True,True,True,True,28,26,2,"ATF3,ATM,CD14,CD44,CDKN1A,DAZAP1,DES,EP300,GADD45A,GADD45B,HDAC7,IL10,JUN,KDM1A,MEF2A,MYF6,MYH1,MYH10,MYH13,MYH2,MYH7,MYOG,NR4A1,PPARGC1A,PRKACA,SLC2A4,SOST,TNNI3",7,6,1,"ATF3,ATM,CD14,HDAC7,JUN,KLF2,SOST",5,62
PRDM2,ENSG00000116731,4611,True,True,True,True,True,True,11,9,2,"HMOX1,IGF1,IL10,IL2,KMT5A,LHB,MYC,NFATC1,SFTPC,SWI5,TKT",1,1,0,KMT5A,2,34
ZBTB17,ENSG00000116809,4627,True,True,True,False,True,True,43,39,4,"AQP1,BCL2,BGLAP,BIN1,CAMK2N1,CCR4,CD44,CDKN1A,CDKN1C,CDKN2B,CEBPD,EBP,EFNB2,ESR1,FOXG1,GABRA6,HCFC1,IL7R,LDLR,LEP,LRRN3,MAPK1,MXD4,NDRG2,NGF,NGFR,NTRK1,ODC1,PCBP1,PIAS2,RB1,RBBP8,RHOA,SAE1,SENP1,SIN3A,SLC11A1,TFF1,TMEM11,TP53,UBE2I,VPS72,WIF1",2,1,1,"CDKN1A,CDKN2B",0,31
TFAP2E,ENSG00000116819,4629,True,False,True,True,True,True,3,3,0,"COL2A1,CXCL1,ITGA10",0,0,0,,1,8
NR5A2,ENSG00000116833,4632,True,True,True,True,True,True,65,62,3,"ABCB11,ABCC3,ABCG5,ABCG8,ADIPOQ,AFP,AKR1A1,ALAS1,APOM,AQP1,ARG1,CCND1,CCNE1,CDKN2A,CDKN2A,CEL,CETP,CR1,CYP11A1,CYP11B1,CYP17A1,CYP19A1,CYP7A1,CYP8B1,DDC,DIAPH2,ESR1,FASN,FGB,GBA2,GCK,GDF3,GNRHR,GREB1,HNF1A,HNF4A,HSD3B2,IL1RN,ILF3,INHA,INSL3,KISS1,KL,LHB,NCOR2,NOS1,NR0B1,NR0B2,POU5F1,PRKAA1,PRKACA,PRMT1,PTGDS,SAA1,SCARB1,SF1,SIRT1,SLC10A2,SLC51A,SLC51B,STAR,SULF1,TFF1,UQCRB,UQCRQ",329,328,1,"A4GALT,ABCB11,ABCC3,ABCC5,ABCG2,ABCG5,ABCG8,ABLIM1,ACOXL,ACSBG1,ACSS1,ACSS3,ACTN4,ADAP1,AFAP1L2,AFF3,AGPAT2,AKAP6,AMBP,AMIGO2,AMOTL1,ANKRD11,ANKRD26P1,AP1B1,APPBP2,ARHGAP26,ARHGAP40,ARHGEF38,ASS1,ATF7,ATOH8,ATP2B4,ATP8B4,ATXN7,ATXN7L1,BACH1,BAHCC1,BCAS1,BCAS3,BCAS4,BCKDHB,BDKRB2,BHLHE40,BMP7,BMPER,BRIP1,BTBD9,C14orf132,C1QTNF6,CALML5,CAMK2G,CARM1,CASQ2,CASZ1,CCDC192,CCN5,CCNE1,CCR7,CCSER2,CD276,CD36,CDC42EP4,CDH18,CDYL2,CEL,CEP112,CETP,CHD6,CHD7,CHST15,CLASP1,CLU,COL16A1,CPEB4,CREBBP,CRISPLD2,CTBS,CTNNA1,CTPS2,CUEDC1,CYP11A1,CYP11B1,CYP19A1,CYP24A1,CYP7A1,DAAM1,DCP2,DHX9,DNAJB12,DNAJC5B,DNM2,DNPEP,DOK5,DOK7,DSCAM,DSCR8,ECE1,EEF2K,EEFSEC,EFHC1,EGLN3,EHF,ELAPOR1,EPB41L5,ERBB4,ERGIC1,ESR1,ESRRG,EVL,F11R,F13B,F5,FA2H,FAM83B,FCN2,FGD5,FHIP1A,FIGN,FOXN3,FRMD3,FTO,GABBR2,GABPB2,GATA4,GLG1,GLI3,GREB1,GRHL2,GRK6,GSE1,HDAC5,HIP1,HIVEP3,HMCN1,HSD3B2,HSP90AA1,IGDCC3,IGF1R,IL12RB2,IL19,IL20RB,IL34,INHBB,INPP5J,INSIG1,IQCJ,ITGB5,ITPR1,JARID2,JUP,KALRN,KCNB1,KCNS3,KCTD14,KCTD3,KDM4B,KIAA1217,KIF3B,KRT18,KRT8,KRTDAP,KTN1,LMCD1,LMNA,LMNTD1,LPP,LRTM2,MALRD1,MAP3K14,MAPK6,MCF2L2,ME3,MFSD6,MIDEAS,MPPED2,MSI2,MSRB2,MYB,MYO10,MYO16,MYO1B,MYO5A,MYO5C,MYOF,NAALADL2,NACA2,NCAPH,NCOA3,NCOR2,NDUFAF6,NEDD4L,NFASC,NHERF1,NIBAN1,NPAS3,NR3C2,NRCAM,OFCC1,OSBPL9,PAM,PARD6B,PCDH9,PCYT1A,PDE6A,PDLIM5,PDZK1,PFDN4,PGLYRP2,PIK3C2B,PITPNM3,PKIB,PKP1,PKP4,PLEKHF1,POLA2,POU2F3,PPL,PPM1D,PPP1R15B,PREX1,PRICKLE2,PRKCE,PRKCH,PRKD1,PRLR,PRPF31,PRPF8,PSMD6,PTK2,PTPN4,PTPRJ,PYROXD2,RAD51B,RAD51C,RADIL,RAPGEF5,RARA,RBM20,RGS6,RHO,RHOBTB1,RIPOR3,RNF43,RP1,RPGR,RTEL1,S100A11,SCNN1B,SEC24D,SELENBP1,SEMA3C,SEMA4B,SERINC5,SERPINI1,SHANK2,SHISA9,SHROOM3,SLC10A2,SLC25A21,SLC35F6,SLC38A1,SLITRK6,SMAD7,SMOC1,SOX9,SPATS2L,SPINK4,SQOR,SSBP2,STAR,STARD13,STXBP5,SULF2,SUMO1P1,SUSD3,SVIL,SYPL1,SYT12,SYTL2,TACC1,TAF1B,TAOK3,TBC1D30,TBX4,TEAD1,TENM4,THADA,TKTL2,TLE3,TMEM105,TMEM164,TMEM217,TMOD2,TMPRSS11F,TMTC2,TNS3,TPD52,TPD52L1,TPRG1,TRAF1,TRAPPC9,TRIM37,TSPEAR,TTC39A,TTC6,TUBD1,TUFT1,TVP23A,TXNIP,TXNRD1,UBE3C,UMODL1,UNC5A,USP10,USP32,VANGL1,VAV3,VDR,VPS13D,VWC2L,WDR70,XPNPEP1,ZBTB7C,ZDHHC7,ZMYND8,ZNF217,ZNF385B,ZNRF1,ZPLD1",20,25
MYCL,ENSG00000116990,4652,True,False,True,True,True,True,2,1,1,"KCNQ4,RLF",0,0,0,,4,13
RLF,ENSG00000117000,4655,True,False,True,True,True,True,4,4,0,"FOS,MYL2,NPPA,SF1",0,0,0,,5,15
ETV3,ENSG00000117036,4661,True,True,True,True,True,True,11,0,11,"CDK1,DDX20,DUSP6,ERF,FGF2,KRAS,MMP1,MYB,MYC,NFKB1,RELA",3,0,3,"MMP1,NFKB1,RELA",3,19
KDM5B,ENSG00000117139,4671,True,True,True,True,True,True,36,35,1,"ABCA4,ACTBL2,BMI1,BRCA2,CALML5,CAV1,CCND1,CDC14A,CDKN1A,CDKN1B,CFC1,CHST3,CLDN1,DNAJB12,ELF3,ESRP1,FGFR1,FOXA1,FOXG1,FST,GHRHR,HEXIM1,KDM4A,KRT16,MCAT,ME3,MIR17HG,MT1H,MYC,PALD1,PRODH,PTGIS,SMAD7,SPDEF,TGFB2,WNT3A",486,486,0,"ABCA2,ABCA4,ABLIM2,ACAP3,ACOT7,ACTB,ACTBL2,ACTG1,ACTN4,ADAP1,ADGRB1,AFAP1,AGAP1,AGAP3,AGO2,AGPAT2,AGPAT3,AGRN,AHDC1,AHNAK,AHNAK2,AHRR,AKT1,ALDH1A2,AMZ1,ANK1,ANK3,ANKRD11,ANP32A,ANXA2,AP3D1,APBB2,ARHGAP22,ARHGAP26,ARHGAP45,ARHGEF1,ARHGEF10L,ARHGEF2,ARHGEF4,ARID1B,ARID3A,ARID5B,ARVCF,ASAP1,ASAP2,ASPSCR1,ATP2A3,AUTS2,BAHCC1,BAIAP2,BBC3,BCAR1,BCAR3,BCL3,BCL6,BCL9L,BCOR,BHLHE40,BICRA,BICRAL,BIN1,BRCA1,BRD3,BRF1,C1orf159,CACNA1A,CALML5,CAMK2N1,CAPN2,CARS2,CASKIN2,CASZ1,CAV1,CBFA2T3,CBX4,CBX8,CCDC12,CCDC57,CCDC85C,CCDC88C,CCN2,CCND1,CD82,CDC14A,CDC42BPB,CDC42BPG,CDC42EP4,CDH22,CDH23,CELSR1,CELSR2,CEP170B,CHD9,CHST3,CIC,CIRBP,CITED2,CLDN1,CLIP2,CMIP,COL13A1,COL18A1,COL20A1,COL27A1,COL5A1,COL6A1,COL9A3,CPNE7,CPT1A,CRB2,CRIP2,CRTC1,CSNK1G2,CTBP1,CTBP2,CTNNA1,CUEDC1,CUX1,CXXC5,CYP26B1,DAAM1,DAB2IP,DAZAP1,DBN1,DENND3,DGKQ,DGKZ,DHRS3,DIP2C,DIPK1B,DLGAP4,DNAAF5,DNAJB12,DNAJB6,DNMT3A,DOCK4,DOK7,DOT1L,DPF1,DPYSL2,DST,DUSP4,DVL1,DYSF,ECE1,EEIG1,EFHC1,EFNA3,EFNA5,EGFR,EHD1,EHMT1,ELF3,ELL,EPAS1,EPB41L1,EPHA2,EPHB4,EPPK1,ERCC1,ERGIC1,ESRP1,EXD3,FAAP20,FAM53A,FASN,FAT1,FBRSL1,FGFR3,FLNA,FLNB,FOXA1,FOXK1,FOXK2,FOXO3,FOXP1,FSCN1,FST,GADD45B,GAK,GATA2,GATA3,GATAD2A,GLI3,GNAS,GPC1,GPSM1,GRAMD4,GRB10,GRIN1,GRM4,GSE1,GSN,HDAC4,HDAC7,HELZ2,HIP1R,HIVEP3,HK1,HMCN2,HNRNPL,HOOK2,HPCAL1,HS6ST1,HSPB1,HSPG2,ID2,IER5,IGF1R,INF2,INPP5A,INTS1,IQSEC1,ITGB2,ITGB4,ITGB5,ITPR1,JADE2,JAG2,JARID2,JUP,KALRN,KAZN,KCNAB2,KCNH2,KCNMA1,KCNQ2,KCNT1,KCTD15,KDM2B,KDM4B,KDM6B,KIAA1217,KLF6,KLF9,KRT8,LAMA5,LDLR,LFNG,LHFPL2,LITAF,LLGL2,LMNA,LRP5,LTBP3,LTBP4,MACF1,MAD1L1,MAEA,MAFK,MAPKAPK3,MCF2L,MDGA1,MECOM,MED15,MEGF6,MELTF,MGRN1,MICAL2,MICAL3,MICALL2,MIDEAS,MIDN,MKNK2,MLPH,MMP17,MNT,MRC2,MROH1,MTA1,MXI1,MYC,MYEOV,MYH9,MYO15B,MYO18A,MYO1C,NACC2,NADK,NAV1,NAV2,NCOR2,NDST1,NEDD4L,NELFA,NFATC2,NFIA,NFIB,NFIC,NFIX,NHERF2,NHLRC4,NHSL3,NIBAN2,NOL4L,NOTCH1,NR2F2,NR4A1,NRARP,NRP1,NRP2,NTMT1,NTNG2,PACS2,PACSIN2,PAK4,PALD1,PBX1,PC,PCBP1,PCDH1,PDE4A,PDE4D,PDGFA,PDGFB,PDLIM7,PDXK,PEPD,PFKFB3,PFKL,PFKP,PHLDB1,PIEZO1,PIGQ,PLEC,PLEKHA7,PLEKHG5,PLXNA1,PLXNA2,PLXNB2,PMEPA1,PNKP,PPARGC1B,PPFIA3,PPFIBP2,PPM1H,PPP2R2C,PRDM15,PREX1,PRKAG2,PRKAR1B,PRKCE,PRKCH,PRKCZ,PRLR,PRPF31,PRRC2B,PTBP1,PTCH1,PTGIS,PTMA,PTPA,PTPRF,PTPRS,PWWP2B,PXDN,PXN,RAB11FIP4,RAB11FIP5,RAD51B,RADIL,RAI1,RALGDS,RAP1GAP,RAPGEF1,RARA,RARG,RASA3,RASGEF1A,RBFOX3,RERE,RGS12,RGS3,RHOF,RHPN1,RIPOR1,RNF208,RNF213,RPTOR,RRBP1,RREB1,RUNX1,RXRA,SAMD11,SAMD4A,SARDH,SATB2,SBNO2,SCAMP4,SEC14L1,SEC16A,SEMA4B,SEPTIN9,SETD1B,SH3BP2,SH3BP4,SH3TC1,SHANK2,SHH,SIM2,SIPA1L3,SKI,SLC16A3,SLC19A1,SLC22A23,SLC25A10,SLC37A1,SLC38A10,SLC4A2,SLC6A6,SLC7A5,SLC9A1,SMAD3,SMAD6,SORCS2,SPDEF,SPSB1,SPTBN1,SQSTM1,SRC,SREBF1,SRRM3,SSBP3,SSBP4,SSPOP,ST3GAL1,STC2,STK10,STK11,STK32C,SULF2,SUN1,SVIL,SYNJ2,TACC2,TACC3,TBC1D14,TBC1D8,TBCD,TBX1,TCEA2,TCF3,TFAP2A,TFEB,TGFB2,TGIF1,TLE3,TLN2,TMC6,TMEM184A,TNK2,TNRC18,TNS3,TRAPPC9,TRIM2,TRIO,TRPS1,TSNARE1,TSPAN9,TTC7A,TTYH3,UPF1,UPK2,UVSSA,VASP,VAV2,VEGFA,VGLL4,WNK2,WNT3A,WNT7B,WWC1,XXYLT1,ZBTB16,ZBTB46,ZBTB7B,ZC3H4,ZFP36L1,ZFP36L2,ZFPM1,ZFYVE28,ZMIZ1,ZMYND8,ZNF131,ZNF703,ZNF710",4,17
ID3,ENSG00000117318,4693,True,False,True,True,True,True,36,30,6,"ADIPOQ,ALPL,BAX,BGLAP,BMP2,BMP4,CDH1,CDKN1A,CDKN1B,CDKN2A,CDKN2A,CKM,COL1A2,EGR1,FAS,FGF2,FOXP3,GAST,HES1,ID2,IL2RB,INHBA,JUN,MAPK1,MMP2,NGF,NOTCH1,NPTX1,PCSK1,PDLIM7,RAG2,SMARCC1,TCF3,THBS1,VCAM1,VEGFA",0,0,0,,20,38
DR1,ENSG00000117505,4720,True,True,True,True,True,True,4,3,1,"NR1I2,NR2C2,PTGS2,TBP",4,3,1,"NR1I2,NR2C2,PTGS2,TBP",10,9
IRF6,ENSG00000117595,4734,True,True,True,True,True,True,16,16,0,"BCL2,CCL5,CDKN2A,CDKN2A,CXCL14,CXCL8,FGF23,GRHL3,IRAK1,MYD88,NOS2,NR1H4,OVOL1,PLP1,TLR2,VIM",2,2,0,"CDKN2A,NR1H4",2,9
PROX1,ENSG00000117707,4752,True,True,True,True,True,True,35,24,11,"AKT2,CALCRL,CCNE1,CDKN1B,CDKN1C,CDKN2A,CDKN2A,CRYBB1,CYP7A1,EYA1,EYA2,FGFR3,FLT4,GHRHR,HIF1A,HOXD8,IFNG,ITGA9,KDR,NES,NOTCH1,NR1I2,NR5A2,NRP1,OGG1,PAX6,PCK2,PRKCB,RGS4,RORC,SIX3,SLC26A5,SOX2,SUMO1,TWIST1",366,360,6,"ABCB1,ABHD2,ABLIM1,ABLIM2,ABTB2,ACTN1,ACTN4,ADAMTS17,ADAP1,ADD3,AFAP1L2,AFDN,AFF1,AGAP1,AHNAK,AKAP13,ALK,AMPD3,ANK3,ANXA1,ANXA2,ANXA4,APP,ARHGAP26,ARHGAP32,ARHGAP42,ARHGEF10L,ARHGEF2,ARSG,ASAP1,ASB4,ATG16L1,ATP1A1,ATP9A,ATXN1,AUTS2,AXIN2,B4GALT5,BAIAP2,BCAR3,BCOR,BFSP1,BHLHE40,BTBD16,C10orf90,CAB39L,CACHD1,CADM1,CALML3,CAMK2N1,CARMIL1,CAST,CCDC12,CCDC192,CCDC91,CCNE1,CD82,CD9,CDC42BPA,CDH13,CDK6,CDK8,CDKN1B,CDKN1C,CDKN3,CEP112,CHN2,CLDN4,CLEC16A,CLIC6,CLIP4,COBL,COG5,CORO1C,CREB5,CRYBG2,CSGALNACT1,CTBP2,CTBS,CTC1,CTDSPL,CTIF,CTNNA1,CTNNB1,CTNND1,CTSB,CUEDC1,CYP24A1,CYP7A1,DENND1A,DLEU1,DLGAP1,DNAJB12,DNAJC15,DNM2,DOCK5,DPYSL2,DST,DYNC1I1,EDAR,EFNA5,EFNB1,EGFR,EHF,EMP1,EPS8,ETS1,ETV6,EXPH5,FAT1,FGD5,FGF3,FGGY,FHAD1,FHL2,FHOD3,FILIP1L,FLNB,FMN1,FNDC3B,FOSL2,FOXQ1,FSTL4,FTO,FYN,FZD10,GADD45A,GLI3,GMDS,GNA12,GOLIM4,GPA33,GPRC5A,GRAMD4,GRB10,GRIN2B,GSE1,GTF2IRD1,HAS2,HDAC4,HIVEP2,HIVEP3,HPCAL1,HSD17B2,IFNG,IGF1R,IGF2BP3,IGFL4,IL20RA,INPP5A,INSIG2,ITGB1,ITGB6,ITPR1,JAKMIP2,JAZF1,KALRN,KCNMA1,KDM4C,KIAA0040,KIAA1217,KIF13B,KRT75,KRT8,KSR1,LAMA3,LGR6,LINC00299,LINC01619,LMNA,LMO7,LMTK2,LPXN,LRCH1,LRIG1,LYRM1,MACF1,MAD1L1,MAP4K4,MAPKAPK3,MB21D2,MBNL2,MBOAT2,MCC,MCF2L,MCTP1,MED15,MET,MGAT3,MICAL2,MID1,MIDEAS,MRPS10,MRPS22,MRPS27,MSI2,MTSS1,MYC,MYEOV,MYH7B,MYO1E,MYOF,MYOM1,MYT1L,NAV3,NEDD4L,NEDD9,NELL2,NFIA,NHSL1,NPAS2,NR1I2,NR5A2,NRP1,NRP2,OSBPL10,OSBPL3,OXR1,P3H2,PACSIN2,PADI1,PAM,PARD3B,PAX8,PCBP1,PCCA,PCDH19,PCYT1A,PDE4B,PDE4D,PDGFB,PDLIM5,PDXK,PFDN1,PHF19,PHGDH,PHLDB2,PIK3R1,PKP1,PLB1,PLCB1,PLCB4,PLEKHA7,PLEKHG3,PLPP3,PLXNA2,PMEPA1,POU2AF1,PPARG,PPP3CA,PRDM1,PRF1,PRICKLE2,PRKAG2,PRKCA,PRKCE,PRPF31,PRPF8,PTGIS,PTK2B,PTPRO,PXN,QPCT,RAD51B,RAPGEF1,RAPGEF4,RASSF6,RBM47,RERE,RGS4,RGS9,RHO,RIN2,RIPK4,RNF43,RP1,RREB1,RTN4,RUNX1,RUNX2,S100A11,S100A2,SAMD4A,SAP30BP,SEMA3A,SEMA3C,SEMA4D,SEPTIN9,SERINC5,SH3KBP1,SH3RF1,SH3RF2,SHANK2,SHROOM3,SIPA1L3,SIX3,SLC22A23,SLC44A1,SLCO3A1,SLX4IP,SMAD3,SMAD7,SMCO2,SMYD3,SNTB1,SORBS1,SORBS2,SOX13,SPATS2L,SPRED2,SPRY1,SPTBN1,SRPK2,SSBP3,ST7,STARD13,STK24,STXBP6,SUGCT,SUN1,SUSD6,SYN3,SYT1,TACC2,TANC1,TBC1D1,TCF12,TCF7L2,TEAD1,TGFA,TGFBI,THADA,TIAM1,TIAM2,TMEM163,TMPRSS2,TMSB4X,TNIK,TNS3,TOM1L2,TOX3,TPCN1,TPRG1,TRIM2,TRIM29,TRIO,TSPAN8,TTC7A,TTYH3,TWIST1,UMODL1,UQCC1,VGLL4,VMP1,VOPP1,VSNL1,WNT10A,XXYLT1,ZBTB20,ZBTB7C,ZFHX3,ZFP36L1,ZFP36L2,ZNF395,ZNF608,ZNRF3",11,23
ARID1A,ENSG00000117713,4753,True,False,True,False,True,True,8,8,0,"AR,BMP10,CDH1,CDKN1A,IL10,SMAD3,SMARCA1,SMARCA2",0,0,0,,0,145
KMT2A,ENSG00000118058,4773,True,True,True,True,True,True,70,70,0,"ABCB1,ABCC3,AFF1,AKT1,ANKRD2,APC,ASB2,ASXL1,ASXL2,ATM,AVP,BMI1,BTRC,CBX5,CCK,CCNA2,CD34,CDKN1B,CDKN2A,CDKN2A,CFC1,CHD1,CHD8,CIITA,DACH1,DLX2,ELL2,EXOSC1,FGF2,FGFR1,GATA3,GBA2,HIF1A,HLA-DRA,HLA-E,HOXA7,HOXA9,HOXC10,HOXC13,HOXC6,IL13,JUN,KMT2B,KRT16,KRT27,KRT8,MAGOHB,ME3,MEIS1,MEN1,MLLT1,MLLT10,MMP9,MYC,NFKBIA,PCNA,PIK3C3,PPIA,RBBP5,RELA,RPL22,RRP8,SCARB1,SCNN1A,SET,SLC25A5,SMARCA2,SMARCA4,TERT,TFAP2A",471,471,0,"AAK1,ABCB10,ABHD3,ACSS1,ADAM10,ADCY9,ADGRF3,ADK,AFF1,AFF4,AHSA2P,AKAP13,AKAP7,ALCAM,AMD1,AMOTL1,ANKRD12,ANKRD28,ANP32A,ANP32E,ANXA2R,APBB1IP,APOLD1,APPL1,ARHGAP25,ARHGAP5,ARHGEF6,ARID1B,ARID2,ARID5B,ARPP21,ARSB,ASAH1,ASAP2,ATAD2,ATP2B1,ATP8B4,ATXN2,B3GALNT2,BAHCC1,BBX,BCAR3,BCAT1,BCL11A,BCL2,BCL2L11,BCL6,BCL7A,BICRAL,BIRC2,BIRC6,BZW1,C4orf36,CAB39,CABLES1,CACHD1,CACUL1,CALHM6,CCDC134,CCDC142,CCN2,CCNE2,CCNL1,CCNT2,CCSAP,CD47,CD70,CD9,CDC42SE1,CDK13,CDK14,CDK19,CDK6,CDK8,CDK9,CDKN1A,CDKN1B,CDKN2AIP,CDKN2C,CELF2,CHD7,CHD9,CHPT1,CHST11,CHST15,CITED2,CLASP2,CLEC2B,CLECL1P,CNOT2,CNOT6L,CPEB2,CRAMP1,CRTC3,CSNK1G3,CTPS2,CUL1,CYBRD1,CYTIP,DAD1,DCAF6,DDHD2,DGKH,DIPK1C,DMTF1,DNAJB14,DNAJB9,DOT1L,DPYSL2,DUSP22,DYNC1LI1,EBF1,EDEM1,EFR3A,EGLN1,EIF2AK2,EIF4ENIF1,ELF1,ELOVL6,ENDOD1,EPB41L2,ERG,ERO1A,ESYT2,ETS2,ETV6,EXOSC3,FAF1,FAM107B,FAM133B,FAM43A,FAM78A,FAS,FBXL5,FBXO11,FCHSD2,FGF9,FHIP2A,FMNL2,FNBP1,FNDC3A,FOXC1,FOXC2,FOXO1,FOXP1,FRMD4B,FUT4,FYTTD1,GAB1,GAB2,GALK2,GDI2,GLG1,GLRX2,GNAQ,GNB4,GPBP1,GPD2,GPM6B,GPR150,GPR176,GPR18,GPR63,GRB2,GRK2,GSTO1,GUCY1A1,HBEGF,HERC3,HERPUD1,HHEX,HIF1A,HIVEP2,HLX,HMGA2,HMGB1,HMGB2,HNRNPF,HNRNPU,HOXA1,HOXA10,HOXA11,HOXA13,HOXA5,HOXA6,HOXA7,HOXA9,HOXC8,HSDL2,HSPA8,HTR7,ID3,IGF1R,IGF2BP2,IGF2BP3,IKZF1,IMPA2,IRAG2,IRF2,IRF2BP2,IRF4,IST1,ITGB3BP,JAK2,JMJD1C,KCNQ5,KDM1A,KDM6A,KDSR,KIF18A,KIF20B,KLHL2,KLRK1,L3MBTL3,LARP1,LARP1B,LBH,LDLRAD4,LEF1,LIN54,LMNB1,LMO4,LPAR6,LRCH1,LRIG1,LRRC1,LRRC41,LRRC8D,LYN,MAD1L1,MAN1A2,MAP3K1,MAP3K20,MAP4K5,MAPK14,MAPKBP1,MAPRE2,MARCHF3,MAT2B,MBNL1,MBP,MCFD2,MCM4,MCUB,MEF2A,MEF2C,MEGF9,MEIS1,METTL15,MFSD14A,MIDEAS,MIER3,MLLT3,MND1,MPC2,MSL2,MSX2,MYB,MYC,MYCBP2,N4BP2,NCOA2,NCOR1,NDUFAF2,NDUFC1,NEGR1,NEK7,NEXN,NFE2L2,NFKBIZ,NIPA1,NIPBL,NNT,NR3C1,NRIP1,NXPE3,OSBPL8,OTUD1,PAN3,PAPOLA,PARP8,PAX5,PBX3,PCDHGC3,PCGF5,PCNX1,PDE7A,PDPN,PDS5A,PDZD8,PELI2,PGAP1,PHACTR1,PHIP,PHLPP1,PIGX,PIK3R1,PITPNC1,PITPNM2,PIWIL4,PKM,PLAC8,PLCB1,PLCL2,PLEKHG3,PLEKHO1,PLXNC1,PPHLN1,PPM1D,PPM1K,PPP1CB,PPP2R5C,PPP3CC,PPP3R1,PRKAG2,PRKCE,PROM1,PROSER1,PRPF31,PRSS12,PSD3,PSMC2,PSMG2,PTCH1,PTDSS1,PTGER4,PTK2B,PTMA,PTP4A1,PTPN4,PTPRR,RANBP9,RAP1GDS1,RAP2A,RAP2B,RASGEF1B,RBBP6,RBM25,RCBTB2,RDX,REEP3,RELCH,RERE,RESF1,RHOBTB3,RHOH,RICTOR,RNF168,RNF19A,RNF220,RPGR,RRAGD,RREB1,RUNX1,RUNX2,SAMD13,SANBR,SATB1,SAV1,SCAF4,SCAMP1,SCCPDH,SCML4,SELENOT,SENP6,SEPTIN11,SERINC5,SERTAD2,SESN1,SETD7,SGK3,SIRT7,SKAP2,SLAIN1,SLC11A2,SLC35D1,SLC44A1,SLC7A6,SMAD9,SMARCA2,SMCO4,SMPDL3A,SMYD4,SMYD5,SNX13,SOCS2,SOD2,SPATA13,SPRY2,SQLE,SSBP2,ST8SIA4,STAG2,STIM2,STK3,STT3B,STXBP3,SUPT3H,SYNE2,SYPL1,SYT1,TAF6,TAPT1,TARBP1,TBC1D14,TBC1D30,TBC1D5,TBC1D8,TCF12,TDRD3,TET2,TGFBR2,TGIF1,TIPARP,TLK1,TMCC1,TMEM165,TMPO,TNFAIP8,TNFRSF11A,TNKS2,TNPO1,TOP2B,TP53BP1,TP53BP2,TRAF3IP2,TRIM24,TRIM37,TSHZ1,TTC39C,TTC7A,TUT4,TWIST1,UBASH3B,UBE2K,UBE2N,UBXN2A,UCHL5,UGCG,USP1,USP24,USP3,UXS1,VAT1L,VGLL4,VLDLR,VPS37B,WBP4,WIPF1,YBX3,ZBTB1,ZC3H12C,ZC3H7B,ZCCHC2,ZCCHC7,ZDHHC2,ZEB2,ZFHX3,ZFP30,ZFP36L1,ZHX1,ZMYND11,ZNF131,ZNF217,ZNF280D,ZNF292,ZNF398,ZNF410,ZNF800,ZNFX1,ZSWIM6",5,22
